O*NET-SOC Code,Title,Description,AB_Arm-Hand Steadiness,AB_Auditory Attention,AB_Category Flexibility,AB_Control Precision,AB_Deductive Reasoning,AB_Depth Perception,AB_Dynamic Flexibility,AB_Dynamic Strength,AB_Explosive Strength,AB_Extent Flexibility,AB_Far Vision,AB_Finger Dexterity,AB_Flexibility of Closure,AB_Fluency of Ideas,AB_Glare Sensitivity,AB_Gross Body Coordination,AB_Gross Body Equilibrium,AB_Hearing Sensitivity,AB_Inductive Reasoning,AB_Information Ordering,AB_Manual Dexterity,AB_Mathematical Reasoning,AB_Memorization,AB_Multilimb Coordination,AB_Near Vision,AB_Night Vision,AB_Number Facility,AB_Oral Comprehension,AB_Oral Expression,AB_Originality,AB_Perceptual Speed,AB_Peripheral Vision,AB_Problem Sensitivity,AB_Rate Control,AB_Reaction Time,AB_Response Orientation,AB_Selective Attention,AB_Sound Localization,AB_Spatial Orientation,AB_Speech Clarity,AB_Speech Recognition,AB_Speed of Closure,AB_Speed of Limb Movement,AB_Stamina,AB_Static Strength,AB_Time Sharing,AB_Trunk Strength,AB_Visual Color Discrimination,AB_Visualization,AB_Wrist-Finger Speed,AB_Written Comprehension,AB_Written Expression,WS_Achievement Orientation,WS_Adaptability,WS_Attention to Detail,WS_Cautiousness,WS_Cooperation,WS_Dependability,WS_Empathy,WS_Humility,WS_Initiative,WS_Innovation,WS_Integrity,WS_Intellectual Curiosity,WS_Leadership Orientation,WS_Optimism,WS_Perseverance,WS_Self-Confidence,WS_Self-Control,WS_Sincerity,WS_Social Orientation,WS_Stress Tolerance,WS_Tolerance for Ambiguity,IT_Artistic,IT_Conventional,IT_Enterprising,IT_Investigative,IT_Realistic,IT_Social,Job Zone
29-1081.00,Podiatrists,Diagnose and treat diseases and deformities of the human foot.,0.562628337,0.331550802,0.617283951,0.547709924,0.785714286,0.375,0.123333333,0.087264151,0.033149171,0.164444444,0.471111111,0.578059072,0.871134021,0.617924528,0.289405685,0,0,0.324675325,0.804123711,0.641025641,0.589322382,0.444839858,0.703264095,0.547803618,0.484536082,0.211428571,0.51171875,0.804123711,0.832,0.596112311,0.655,0.240331492,0.871134021,0.108225108,0.216450216,0.166030534,0.347222222,0.303135889,0.248888889,0.6,0.591715976,0.573849879,0.296735905,0.028301887,0.304444444,0.4,0.381176471,0.514038877,0.705882353,0.354285714,0.901808786,0.695555556,0.67896679,0.421568627,0.867256637,0.860158311,0.603773585,0.702439024,0.672566372,0.589108911,0.58781362,0.584810127,0.70877193,0.705714286,0.482939633,0.443729904,0.560714286,0.64516129,0.611987382,0.598726115,0.645251397,0.512280702,0.727002967,0.12,0.307977737,0.19,0.795,0.715,0.656666667,5
29-1122.00,Occupational Therapists,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual.",0.513347023,0.56684492,0.462962963,0.332061069,0.571428571,0.405,0.123333333,0.353773585,0.066298343,0.386666667,0.444444444,0.552742616,0.613402062,0.70754717,0.289405685,0.31640625,0.36,0.350649351,0.515463918,0.679487179,0.486652977,0.377224199,0.519287834,0.57881137,0.324742268,0.211428571,0.33984375,0.546391753,0.565333333,0.704103672,0.625,0.240331492,0.515463918,0.324675325,0.404761905,0.022900763,0.388888889,0.303135889,0.248888889,0.6,0.591715976,0.452784504,0.071216617,0.410377358,0.444444444,0.426,0.498823529,0.323974082,0.56,0.32,0.612403101,0.64,0.634686347,0.826797386,0.809734513,0.480211082,0.902515723,0.741463415,1,0.702970297,0.462365591,0.617721519,0.70877193,0.717142857,0.482939633,0.77170418,0.646428571,0.609318996,0.678233438,0.748407643,0.854748603,0.635087719,0.795252226,0.345,0.280148423,0.138333333,0.538333333,0.428333333,0.846666667,5
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills.",0.308008214,0.5,0.422839506,0.286259542,0.537142857,0.405,0.123333333,0.323113208,0.171270718,0.304444444,0.471111111,0.183544304,0.613402062,0.589622642,0.160206718,0.33984375,0.222222222,0.378787879,0.484536082,0.641025641,0.049281314,0.398576512,0.667655786,0.418604651,0.453608247,0.105714286,0.31640625,0.546391753,0.565333333,0.596112311,0.625,0.033149171,0.546391753,0.051948052,0.051948052,0.045801527,0.347222222,0.041811847,0.222222222,0.365333333,0.369822485,0.452784504,0.109792285,0.323113208,0.333333333,0.452,0.381176471,0.352051836,0.56,0.32,0.612403101,0.64,0.538745387,0.689542484,0.628318584,0.654353562,0.858490566,0.829268293,1,0.668316832,0.577060932,0.605063291,0.70877193,0.565714286,0.404199475,0.852090032,0.657142857,0.58781362,0.65615142,0.770700637,0.82122905,0.554385965,0.771513353,0.366666667,0.226345083,0.186666667,0.481666667,0.488333333,0.92,5
29-1123.00,Physical Therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",0.53798768,0.465240642,0.5,0.427480916,0.605714286,0.375,0.123333333,0.528301887,0.102209945,0.555555556,0.444444444,0.552742616,0.644329897,0.528301887,0.289405685,0.365234375,0.36,0.324675325,0.546391753,0.641025641,0.53798768,0.421708185,0.667655786,0.677002584,0.386597938,0.211428571,0.462890625,0.579896907,0.698666667,0.539956803,0.625,0.240331492,0.546391753,0.16017316,0.16017316,0.070610687,0.305555556,0.303135889,0.248888889,0.498666667,0.479289941,0.484261501,0.332344214,0.410377358,0.608888889,0.452,0.588235294,0.323974082,0.588235294,0.428571429,0.612403101,0.64,0.634686347,0.712418301,0.792035398,0.791556728,0.886792453,0.770731707,0.946902655,0.685643564,0.652329749,0.569620253,0.747368421,0.705714286,0.482939633,0.839228296,0.671428571,0.64516129,0.703470032,0.748407643,0.840782123,0.645614035,0.744807122,0.195,0.270871985,0.248333333,0.645,0.555,0.818333333,5
29-1124.00,Radiation Therapists,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.",0.640657084,0.465240642,0.5,0.522900763,0.537142857,0.4675,0.123333333,0.353773585,0.171270718,0.415555556,0.497777778,0.605485232,0.644329897,0.5,0.095607235,0.31640625,0.248888889,0.350649351,0.322164948,0.641025641,0.53798768,0.466192171,0.667655786,0.677002584,0.420103093,0.177142857,0.48828125,0.515463918,0.533333333,0.431965443,0.685,0.138121547,0.484536082,0.404761905,0.541125541,0.477099237,0.388888889,0.432055749,0.222222222,0.466666667,0.443786982,0.484261501,0.480712166,0.323113208,0.555555556,0.452,0.352941176,0.460043197,0.56,0.428571429,0.612403101,0.502222222,0.549815498,0.486928105,1,0.931398417,1,0.917073171,1,0.636138614,0.426523297,0.240506329,0.814035088,0.528571429,0.380577428,0.707395498,0.164285714,0.598566308,0.804416404,0.738853503,0.675977654,0.733333333,0.195845697,0.04,0.532467532,0.12,0.606666667,0.66,0.628333333,3
29-1125.00,Recreational Therapists,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity.",0.53798768,0.43315508,0.345679012,0.236641221,0.571428571,0.405,0.04,0.382075472,0.414364641,0.444444444,0.471111111,0.447257384,0.582474227,0.558962264,0.095607235,0.4140625,0.275555556,0.270562771,0.484536082,0.557692308,0.357289528,0.288256228,0.480712166,0.612403101,0.324742268,0.068571429,0.31640625,0.546391753,0.533333333,0.676025918,0.655,0.171270718,0.515463918,0.051948052,0.216450216,0.286259542,0.347222222,0.041811847,0.193333333,0.466666667,0.443786982,0.331719128,0.296735905,0.471698113,0.497777778,0.476,0.56,0.190064795,0.529411765,0.105714286,0.612403101,0.64,0.461254613,0.738562092,0.389380531,0.509234828,0.902515723,0.673170732,1,0.72029703,0.630824373,0.64556962,0.694736842,0.46,0.622047244,0.922829582,0.514285714,0.58781362,0.703470032,0.780254777,0.905027933,0.480701754,0.756676558,0.311666667,0.196660482,0.251666667,0.553333333,0.448333333,0.97,4
29-1126.00,Respiratory Therapists,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",0.562628337,0.63368984,0.462962963,0.5,0.5,0.435,0.123333333,0.323113208,0.171270718,0.444444444,0.471111111,0.578059072,0.613402062,0.441037736,0.062015504,0.29296875,0.248888889,0.487012987,0.484536082,0.599358974,0.513347023,0.444839858,0.629080119,0.645994832,0.453608247,0.068571429,0.48828125,0.515463918,0.533333333,0.514038877,0.685,0.171270718,0.515463918,0.432900433,0.404761905,0.381679389,0.305555556,0.128919861,0.026666667,0.4,0.369822485,0.484261501,0.480712166,0.382075472,0.444444444,0.452,0.381176471,0.48812095,0.470588235,0.497142857,0.547803618,0.555555556,0.568265683,0.774509804,1,0.810026385,0.833333333,0.965853659,0.82300885,0.628712871,0.652329749,0.486075949,0.757894737,0.631428571,0.551181102,0.610932476,0.646428571,0.609318996,0.8170347,0.697452229,0.751396648,0.828070175,0.75074184,0,0.430426716,0.113333333,0.621666667,0.671666667,0.646666667,3
29-1127.00,Speech-Language Pathologists,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems.",0.205338809,0.700534759,0.654320988,0.452290076,0.605714286,0,0.123333333,0.353773585,0.171270718,0,0.36,0.316455696,0.871134021,0.764150943,0.289405685,0.31640625,0.275555556,0.731601732,0.613402062,0.717948718,0.075975359,0.444839858,0.667655786,0.57881137,0.420103093,0.211428571,0.4140625,0.742268041,0.8,0.704103672,0.685,0.240331492,0.579896907,0.324675325,0.404761905,0.309160305,0.305555556,0.041811847,0.248888889,0.765333333,1,0.605326877,0.296735905,0.382075472,0.415555556,0.4,0.263529412,0.215982721,0.498823529,0.211428571,0.741602067,0.806666667,0.645756458,0.702614379,0.853982301,0.744063325,0.874213836,0.756097561,1,0.653465347,0.620071685,0.597468354,0.70877193,0.705714286,0.404199475,0.823151125,0.596428571,0.598566308,0.703470032,0.780254777,0.874301676,0.512280702,0.795252226,0.333333333,0.448979592,0.073333333,0.761666667,0.27,0.848333333,5
29-1128.00,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.",0.459958932,0.465240642,0.537037037,0.309160305,0.571428571,0.25,0.08,0.410377358,0.171270718,0.526666667,0.444444444,0.341772152,0.613402062,0.617924528,0.289405685,0.29296875,0.333333333,0.350649351,0.644329897,0.557692308,0.332648871,0.444839858,0.519287834,0.57881137,0.291237113,0.211428571,0.48828125,0.675257732,0.733333333,0.676025918,0.625,0.240331492,0.546391753,0.188311688,0.134199134,0.070610687,0.305555556,0.303135889,0.248888889,0.6,0.556213018,0.484261501,0.258160237,0.528301887,0.415555556,0.4,0.588235294,0.298056156,0.529411765,0.248571429,0.772609819,0.666666667,0.645756458,0.676470588,0.64159292,0.580474934,0.754716981,0.673170732,0.663716814,0.589108911,0.620071685,0.57721519,0.578947368,0.694285714,0.564304462,0.633440514,0.560714286,0.630824373,0.52681388,0.582802548,0.790502793,0.49122807,0.664688427,0.081666667,0.39703154,0.331666667,0.653333333,0.71,0.623333333,4
29-1129.00,"Therapists, All Other",All therapists not listed separately.,0.513347023,0.465240642,0.382716049,0.452290076,0.462857143,0.405,0.123333333,0.353773585,0.171270718,0.444444444,0.471111111,0.5,0.613402062,0.5,0.289405685,0.31640625,0.275555556,0.324675325,0.355670103,0.439102564,0.486652977,0.355871886,0.519287834,0.57881137,0.420103093,0.211428571,0.4140625,0.515463918,0.533333333,0.514038877,0.625,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.347222222,0.303135889,0.248888889,0.365333333,0.369822485,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.381176471,0.406047516,0.56,0.32,0.547803618,0.528888889,0.498154982,0.526143791,0.721238938,0.699208443,0.509433962,0.741463415,0.268436578,0.455445545,0.508960573,0.440506329,0.635087719,0.434285714,0.367454068,0.29903537,0.514285714,0.487455197,0.485804416,0.328025478,0.491620112,0.438596491,0.658753709,0.083333333,0.519480519,0.226666667,0.32,0.64,0.24,
29-1129.01,Art Therapists,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.",0.513347023,0.331550802,0.422839506,0.286259542,0.571428571,0.405,0.123333333,0.353773585,0.20441989,0.053333333,0.471111111,0.552742616,0.613402062,0.735849057,0.289405685,0.072265625,0.082222222,0.298701299,0.515463918,0.519230769,0.357289528,0.309608541,0.442136499,0.224806202,0.484536082,0.211428571,0.33984375,0.613402062,0.6,0.704103672,0.4675,0.240331492,0.515463918,0.324675325,0.134199134,0.141221374,0.347222222,0.303135889,0.248888889,0.568,0.556213018,0.423728814,0.296735905,0.205188679,0.304444444,0.3,0.089411765,0.539956803,0.588235294,0.105714286,0.643410853,0.666666667,0.498154982,0.787581699,0.508849558,0.496042216,0.902515723,0.658536585,1,0.668316832,0.641577061,0.837974684,0.771929825,0.705714286,0.443569554,0.823151125,0.535714286,0.573476703,0.728706625,0.885350318,0.865921788,0.554385965,0.887240356,0.748333333,0.231910946,0.22,0.445,0.331666667,0.773333333,5
29-1129.02,Music Therapists,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.",0.53798768,0.732620321,0.382716049,0.427480916,0.571428571,0.31,0.123333333,0.264150943,0.414364641,0.193333333,0.444444444,0.52742616,0.582474227,0.70754717,0.289405685,0.169921875,0.164444444,0.649350649,0.515463918,0.599358974,0.486652977,0.288256228,0.629080119,0.418604651,0.257731959,0.211428571,0.31640625,0.515463918,0.565333333,0.704103672,0.655,0.240331492,0.515463918,0.324675325,0.134199134,0.190839695,0.607638889,0.257839721,0.248888889,0.6,0.556213018,0.484261501,0.035608309,0.323113208,0.36,0.476,0.324705882,0.323974082,0.529411765,0.285714286,0.612403101,0.64,0.538745387,0.843137255,0.530973451,0.496042216,0.886792453,0.658536585,1,0.737623762,0.641577061,0.815189873,0.70877193,0.705714286,0.456692913,0.909967846,0.607142857,0.620071685,0.703470032,0.850318471,0.874301676,0.49122807,0.824925816,0.626666667,0.285714286,0.251666667,0.53,0.226666667,0.705,4
29-1131.00,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",0.718685832,0.5,0.5,0.618320611,0.642857143,0.375,0.123333333,0.353773585,0.033149171,0.386666667,0.471111111,0.738396624,0.711340206,0.589622642,0.289405685,0.31640625,0.137777778,0.432900433,0.742268041,0.679487179,0.640657084,0.487544484,0.519287834,0.708010336,0.548969072,0.211428571,0.53515625,0.613402062,0.6,0.596112311,0.5,0.240331492,0.804123711,0.216450216,0.242424242,0.213740458,0.347222222,0.303135889,0.248888889,0.466666667,0.443786982,0.515738499,0.296735905,0.353773585,0.471111111,0.452,0.411764706,0.48812095,0.588235294,0.462857143,0.710594315,0.666666667,0.667896679,0.725490196,0.853982301,0.810026385,0.682389937,0.785365854,0.734513274,0.636138614,0.652329749,0.617721519,0.771929825,0.794285714,0.614173228,0.546623794,0.696428571,0.64516129,0.766561514,0.697452229,0.709497207,0.747368421,0.830860534,0,0.345083488,0.116666667,0.83,0.83,0.408333333,5
29-1141.00,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",0.665297741,0.700534759,0.617283951,0.522900763,0.571428571,0.405,0.166666667,0.382075472,0.20441989,0.582222222,0.497777778,0.578059072,0.806701031,0.528301887,0.289405685,0.31640625,0.275555556,0.324675325,0.742268041,0.679487179,0.53798768,0.466192171,0.703264095,0.677002584,0.453608247,0.211428571,0.51171875,0.742268041,0.733333333,0.539956803,0.685,0.240331492,0.773195876,0.08008658,0.350649351,0.332061069,0.520833333,0.303135889,0.026666667,0.6,0.556213018,0.573849879,0.445103858,0.589622642,0.608888889,0.5,0.588235294,0.48812095,0.616470588,0.391428571,0.677002584,0.613333333,0.36900369,0.839869281,1,0.820580475,0.886792453,0.965853659,0.784660767,0.668316832,0.577060932,0.544303797,0.866666667,0.545714286,0.601049869,0.610932476,0.671428571,0.630824373,0.728706625,0.761146497,0.840782123,0.722807018,0.801186944,0.056666667,0.582560297,0.23,0.618333333,0.41,0.761666667,4
29-1141.01,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",0.229979466,0.5,0.5,0.213740458,0.605714286,0.2175,0.123333333,0.205188679,0.378453039,0.248888889,0.497777778,0.447257384,0.644329897,0.558962264,0.289405685,0.31640625,0.275555556,0.324675325,0.579896907,0.679487179,0.151950719,0.444839858,0.667655786,0.224806202,0.484536082,0.211428571,0.4375,0.644329897,0.6,0.514038877,0.655,0.240331492,0.742268041,0.051948052,0.376623377,0.309160305,0.388888889,0.303135889,0.248888889,0.533333333,0.479289941,0.573849879,0,0.323113208,0.444444444,0.476,0.294117647,0.48812095,0.56,0.248571429,0.710594315,0.666666667,0.656826568,0.843137255,1,0.868073879,0.902515723,0.965853659,0.814159292,0.574257426,0.709677419,0.518987342,0.838596491,0.682857143,0.577427822,0.546623794,0.807142857,0.731182796,0.883280757,0.71656051,0.759776536,1,0.899109792,0.125,0.317254174,0.126666667,0.776666667,0.45,0.8,4
29-1141.02,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",0.513347023,0.43315508,0.5,0.452290076,0.605714286,0.06,0.123333333,0.353773585,0.378453039,0.444444444,0.444444444,0.210970464,0.613402062,0.589622642,0.289405685,0.12109375,0.111111111,0.270562771,0.579896907,0.679487179,0,0.398576512,0.629080119,0,0.420103093,0.211428571,0.48828125,0.613402062,0.733333333,0.568034557,0.625,0.240331492,0.773195876,0.324675325,0.216450216,0.095419847,0.305555556,0.303135889,0.248888889,0.533333333,0.591715976,0.544794189,0.296735905,0.205188679,0.333333333,0.4,0.207058824,0.38012959,0.411764706,0.32,0.677002584,0.64,0.645756458,0.787581699,0.995575221,0.828496042,0.805031447,0.936585366,0.991150442,0.653465347,0.795698925,0.584810127,0.912280702,0.782857143,0.601049869,0.720257235,0.646428571,0.745519713,0.858044164,0.885350318,0.860335196,0.842105263,0.90504451,0.303333333,0.322820037,0.173333333,0.816666667,0.265,0.845,5
29-1141.03,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,0.665297741,0.668449198,0.617283951,0.477099237,0.605714286,0.5,0.123333333,0.410377358,0.480662983,0.526666667,0.497777778,0.578059072,0.840206186,0.646226415,0.031007752,0.365234375,0.36,0.515151515,0.546391753,0.641025641,0.53798768,0.466192171,0.667655786,0.645994832,0.484536082,0.211428571,0.48828125,0.675257732,0.565333333,0.568034557,0.875,0.240331492,0.773195876,0.268398268,0.484848485,0.332061069,0.607638889,0.303135889,0.248888889,0.568,0.591715976,0.694915254,0.40652819,0.410377358,0.555555556,0.476,0.588235294,0.48812095,0.56,0.497142857,0.612403101,0.613333333,0.667896679,0.924836601,1,0.899736148,0.902515723,0.965853659,0.864306785,0.613861386,0.756272401,0.473417722,0.852631579,0.717142857,0.627296588,0.463022508,0.764285714,0.716845878,0.883280757,0.72611465,0.61452514,1,0.863501484,0.116666667,0.486085343,0.2,0.67,0.485,0.76,4
29-1141.04,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",0.513347023,0.63368984,0.654320988,0.404580153,0.642857143,0.405,0.123333333,0.205188679,0.138121547,0.36,0.497777778,0.47257384,0.613402062,0.617924528,0.289405685,0.2421875,0.248888889,0.324675325,0.579896907,0.679487179,0.486652977,0.466192171,0.703264095,0.547803618,0.453608247,0.211428571,0.51171875,0.742268041,0.634666667,0.596112311,0.655,0.240331492,0.579896907,0.025974026,0.296536797,0.213740458,0.388888889,0.303135889,0.248888889,0.632,0.627218935,0.544794189,0,0.382075472,0.386666667,0.476,0.381176471,0.514038877,0.529411765,0.285714286,0.710594315,0.666666667,0.67896679,0.81372549,1,0.889182058,0.902515723,0.965853659,0.884955752,0.628712871,0.845878136,0.612658228,0.824561404,0.771428571,0.858267717,0.797427653,0.671428571,0.70609319,0.8170347,0.770700637,0.854748603,0.842105263,0.836795252,0.135,0.450834879,0.448333333,0.643333333,0.223333333,0.871666667,5
29-1151.00,Nurse Anesthetists,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",0.562628337,0.668449198,0.577160494,0.5,0.605714286,0.435,0.123333333,0.29245283,0.171270718,0.386666667,0.497777778,0.552742616,0.677835052,0.676886792,0.19121447,0.169921875,0.193333333,0.487012987,0.579896907,0.679487179,0.53798768,0.487544484,0.703264095,0.645994832,0.484536082,0.211428571,0.53515625,0.773195876,0.6,0.568034557,0.75,0.240331492,0.773195876,0.376623377,0.458874459,0.261450382,0.694444444,0.303135889,0.248888889,0.434666667,0.408284024,0.605326877,0.296735905,0.353773585,0.415555556,0.5,0.411764706,0.514038877,0.616470588,0.497142857,0.741602067,0.64,0.715867159,0.843137255,1,0.931398417,0.820754717,0.965853659,0.746312684,0.628712871,0.698924731,0.42278481,0.866666667,0.725714286,0.577427822,0.463022508,0.710714286,0.770609319,0.883280757,0.738853503,0.525139665,1,0.87537092,0,0.471243043,0.16,0.676666667,0.63,0.725,5
29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",0.562628337,0.5,0.617283951,0.477099237,0.68,0.375,0.123333333,0.353773585,0,0.415555556,0.444444444,0.578059072,0.644329897,0.558962264,0.289405685,0.267578125,0.164444444,0.324675325,0.579896907,0.679487179,0.53798768,0.421708185,0.703264095,0.612403101,0.453608247,0.211428571,0.48828125,0.708762887,0.698666667,0.514038877,0.685,0.240331492,0.804123711,0.324675325,0.08008658,0.141221374,0.388888889,0.303135889,0.248888889,0.568,0.556213018,0.573849879,0.296735905,0.382075472,0.444444444,0.476,0.56,0.48812095,0.56,0.068571429,0.741602067,0.64,0.656826568,0.774509804,1,0.899736148,0.874213836,0.965853659,1,0.668316832,0.709677419,0.536708861,0.852631579,0.682857143,0.695538058,0.720257235,0.685714286,0.655913978,0.842271293,0.837579618,0.846368715,0.842105263,0.836795252,0.156666667,0.332096475,0.328333333,0.541666667,0.373333333,0.826666667,5
29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",0.53798768,0.668449198,0.617283951,0.452290076,0.68,0.31,0.123333333,0.323113208,0.342541436,0.386666667,0.497777778,0.52742616,0.773195876,0.646226415,0.289405685,0.31640625,0.333333333,0.458874459,0.742268041,0.679487179,0.486652977,0.487544484,0.738872404,0.547803618,0.484536082,0.211428571,0.51171875,0.773195876,0.565333333,0.539956803,0.655,0.240331492,0.804123711,0.324675325,0.296536797,0.286259542,0.347222222,0.303135889,0.248888889,0.6,0.591715976,0.573849879,0.296735905,0.410377358,0.386666667,0.476,0.381176471,0.539956803,0.56,0.068571429,0.870801034,0.695555556,0.693726937,0.85620915,1,0.889182058,0.874213836,0.965853659,0.884955752,0.613861386,0.795698925,0.57721519,1,0.76,0.601049869,0.694533762,0.710714286,0.655913978,0.842271293,0.761146497,0.840782123,0.814035088,0.807121662,0.063333333,0.454545455,0.178333333,0.756666667,0.426666667,0.753333333,5
29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,0.53798768,0.767379679,0.462962963,0.5,0.748571429,0.155,0.123333333,0.353773585,0.171270718,0.053333333,0.471111111,0.738396624,0.711340206,0.558962264,0.289405685,0.31640625,0.275555556,0.703463203,0.742268041,0.679487179,0.486652977,0.466192171,0.667655786,0.418604651,0.484536082,0.211428571,0.462890625,0.773195876,0.733333333,0.514038877,0.685,0.240331492,0.804123711,0.108225108,0.08008658,0.261450382,0.305555556,0.083623693,0.248888889,0.6,0.627218935,0.544794189,0.296735905,0.382075472,0.082222222,0.376,0.324705882,0.272138229,0.529411765,0.211428571,0.80620155,0.724444444,0.601476015,0.653594771,0.867256637,0.781002639,0.779874214,0.785365854,0.843657817,0.646039604,0.577060932,0.57721519,0.70877193,0.737142857,0.448818898,0.610932476,0.55,0.562724014,0.668769716,0.71656051,0.829608939,0.449122807,0.715133531,0.196666667,0.437847866,0.135,0.821666667,0.496666667,0.82,5
29-1211.00,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",0.718685832,0.63368984,0.422839506,0.5,0.785714286,0.435,0.123333333,0.264150943,0.171270718,0.333333333,0.415555556,0.710970464,0.806701031,0.558962264,0.289405685,0.2421875,0.193333333,0.458874459,0.708762887,0.717948718,0.562628337,0.487544484,0.480712166,0.57881137,0.515463918,0.211428571,0.51171875,0.742268041,0.8,0.514038877,0.875,0.240331492,0.902061856,0.268398268,0.350649351,0.477099237,0.652777778,0.303135889,0.248888889,0.6,0.556213018,0.515738499,0.296735905,0.235849057,0.386666667,0.5,0.470588235,0.48812095,0.442352941,0.497142857,0.839793282,0.64,0.715867159,0.81372549,1,0.952506596,0.754716981,0.965853659,0.592920354,0.502475248,0.566308244,0.486075949,0.926315789,0.831428571,0.643044619,0.331189711,0.710714286,0.810035842,0.883280757,0.573248408,0.581005587,1,0.910979228,0.028333333,0.385899814,0.25,0.788333333,0.696666667,0.708333333,5
29-1212.00,Cardiologists,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",0.513347023,0.465240642,0.382716049,0.452290076,0.462857143,0.405,0.123333333,0.353773585,0.171270718,0.444444444,0.471111111,0.5,0.613402062,0.5,0.289405685,0.31640625,0.275555556,0.324675325,0.355670103,0.439102564,0.486652977,0.355871886,0.519287834,0.57881137,0.420103093,0.211428571,0.4140625,0.515463918,0.533333333,0.514038877,0.625,0.240331492,0.386597938,0.324675325,0.404761905,0.309160305,0.347222222,0.303135889,0.248888889,0.365333333,0.369822485,0.423728814,0.296735905,0.382075472,0.415555556,0.4,0.381176471,0.406047516,0.56,0.32,0.547803618,0.528888889,0.819188192,0.800653595,1,0.899736148,0.754716981,0.965853659,0.690265487,0.475247525,0.720430108,0.653164557,0.866666667,0.894285714,0.658792651,0.424437299,0.792857143,0.716845878,0.870662461,0.627388535,0.689944134,0.884210526,0.869436202,0.025,0.443413729,0.213333333,0.978333333,0.66,0.621666667,5
